,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,casualty_home_area_type,casualty_imd_decile,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,labels
194373,1.0,1,18,4,0,0,0,0,2,5,1,1,7,6,30,1,4,6,0,0,7,2,2,5,0,2,2,12.0
194408,1.0,2,32,6,0,0,0,0,1,6,2,2,4,3,30,1,4,3,0,0,4,1,1,4,0,2,2,19.0
194409,2.0,2,9,2,0,0,2,0,1,2,2,2,4,3,30,1,4,3,0,0,4,1,1,4,0,2,2,19.0
194410,1.0,1,30,6,0,0,0,0,1,5,2,2,6,6,30,3,4,6,0,0,4,1,2,4,0,1,2,19.0
194411,1.0,1,37,7,0,0,0,0,3,5,2,2,6,6,30,3,4,6,0,0,4,1,2,4,0,1,2,19.0
194421,1.0,2,48,8,0,0,0,0,2,4,2,1,3,3,30,3,2,6,0,5,4,8,2,1,0,1,2,16.0
194478,1.0,1,14,3,0,0,0,0,1,3,2,1,1,6,30,6,2,6,0,5,4,1,2,4,0,1,2,11.0
194557,1.0,1,57,9,0,0,0,0,1,2,1,1,2,4,60,3,4,6,0,0,1,1,1,6,0,2,2,21.0
194625,1.0,1,70,10,0,0,0,0,3,5,1,1,1,3,50,1,4,4,0,4,1,1,1,6,0,1,2,13.0
194665,1.0,1,55,8,0,0,0,0,1,4,1,1,3,4,30,3,4,6,0,8,1,1,1,4,0,2,2,19.0
194731,1.0,1,70,10,0,0,0,0,1,6,1,3,7,3,30,5,4,6,0,0,7,1,2,4,0,2,1,19.0
194732,2.0,2,64,9,0,0,1,0,1,6,1,3,7,3,30,5,4,6,0,0,7,1,2,4,0,2,1,19.0
194733,2.0,2,65,9,0,0,2,0,1,4,1,3,7,3,30,5,4,6,0,0,7,1,2,4,0,2,1,19.0
194770,1.0,1,21,5,0,0,0,0,2,7,2,1,6,3,30,6,2,6,0,5,4,1,2,4,0,1,2,19.0
194849,1.0,1,42,7,0,0,0,0,1,2,2,1,6,3,30,6,2,6,0,5,4,1,2,6,0,1,2,21.0
195049,1.0,2,31,6,0,0,0,0,1,1,1,1,7,3,30,6,2,6,0,5,4,1,1,6,0,1,2,13.0
195195,1.0,1,24,5,0,0,0,0,1,3,2,1,6,4,30,3,4,6,0,0,1,1,1,3,0,2,2,18.0
195282,1.0,1,59,9,0,0,0,0,1,8,1,1,2,3,30,3,4,3,0,8,1,1,1,6,0,1,2,13.0
195312,1.0,2,47,8,0,0,0,0,3,10,3,2,7,3,40,3,4,6,0,0,1,1,1,4,0,2,2,19.0
195313,1.0,2,79,11,0,0,0,0,2,9,3,2,7,3,40,3,4,6,0,0,1,1,1,4,0,2,2,19.0
195356,1.0,2,39,7,0,0,0,0,1,6,3,1,4,6,30,3,4,6,0,0,1,1,2,4,0,1,2,19.0
195378,1.0,2,39,7,0,0,0,0,1,3,2,2,7,3,40,3,4,6,0,8,1,1,1,4,0,2,1,19.0
195379,2.0,1,30,6,0,0,1,0,1,3,2,2,7,3,40,3,4,6,0,8,1,1,1,4,0,2,1,19.0
195401,1.0,2,61,9,0,0,0,0,1,6,2,1,4,3,60,1,4,3,0,0,4,1,1,4,0,2,1,19.0
195403,3.0,1,29,6,10,9,0,0,1,4,1,1,4,4,30,3,4,6,0,0,4,1,1,1,0,1,2,16.0
195419,1.0,1,61,9,0,0,0,0,1,10,1,1,4,6,60,3,4,6,0,0,1,9,2,6,0,2,2,21.0
195425,1.0,1,43,7,0,0,0,0,1,2,2,2,3,6,30,6,4,6,0,0,1,1,1,3,0,1,2,18.0
195426,1.0,1,54,8,0,0,0,0,1,1,2,2,3,6,30,6,4,6,0,0,1,1,1,3,0,1,2,18.0
195532,1.0,2,24,5,0,0,0,0,3,7,1,4,5,4,50,3,4,4,0,0,4,7,1,3,0,2,2,10.0
195533,2.0,2,17,4,0,0,1,0,2,5,1,4,5,4,50,3,4,4,0,0,4,7,1,3,0,2,2,10.0
195534,2.0,2,19,4,0,0,2,0,1,7,1,4,5,4,50,3,4,4,0,0,4,7,1,3,0,2,2,10.0
195535,2.0,2,19,4,0,0,2,0,2,6,1,4,5,4,50,3,4,4,0,0,4,7,1,3,0,2,2,10.0
195570,1.0,2,44,7,0,0,0,0,2,6,2,1,2,5,60,6,4,6,0,0,1,1,2,3,0,2,2,18.0
195682,2.0,1,4,1,0,0,1,0,1,7,2,1,7,3,30,9,2,5,0,0,1,1,1,1,0,1,2,16.0
195787,1.0,2,31,6,0,0,0,0,1,9,2,1,6,6,30,3,4,5,0,0,1,1,1,4,0,2,2,19.0
195789,1.0,2,21,5,0,0,0,0,1,2,1,1,7,4,50,3,4,4,2,0,1,1,1,4,2,2,2,19.0
196003,1.0,1,53,8,0,0,0,0,1,5,2,1,3,4,50,3,4,6,0,0,1,2,2,1,0,2,2,8.0
196006,1.0,2,46,8,0,0,0,0,1,2,2,1,3,6,30,2,4,5,0,0,1,2,2,1,0,1,2,16.0
196030,1.0,2,9,2,0,0,0,0,3,3,3,2,2,3,30,3,4,5,0,0,1,1,1,4,2,2,2,19.0
196031,1.0,2,35,6,0,0,0,0,3,3,3,2,2,3,30,3,4,5,0,0,1,1,1,4,2,2,2,19.0
196176,1.0,1,23,5,0,0,0,0,3,4,1,1,3,5,60,3,4,6,0,0,6,8,2,7,0,2,2,14.0
196203,1.0,1,47,8,0,0,0,0,3,6,2,1,4,3,60,9,2,4,0,0,1,2,2,4,0,2,2,19.0
196226,1.0,1,58,9,0,0,0,0,1,5,1,1,2,3,60,1,3,3,0,0,1,1,2,6,0,2,2,21.0
196235,3.0,1,72,10,5,1,0,0,1,7,1,1,6,3,30,1,4,3,0,0,1,1,2,4,0,2,2,11.0
196239,1.0,2,39,7,0,0,0,0,3,8,2,1,3,3,60,3,4,5,0,0,1,1,1,1,0,2,1,16.0
196393,1.0,1,46,8,0,0,0,0,1,9,2,1,5,6,30,6,4,6,0,0,1,1,1,4,0,1,2,19.0
196446,1.0,1,25,5,0,0,0,0,1,6,2,1,1,4,30,3,4,6,0,8,1,1,2,4,0,1,2,19.0
196495,1.0,1,70,10,0,0,0,0,1,10,2,1,5,4,30,3,4,6,0,0,1,1,1,3,0,2,2,18.0
196505,1.0,1,19,4,0,0,0,0,2,9,2,1,5,5,60,8,4,6,0,0,1,2,2,7,0,2,2,22.0
196562,1.0,1,31,6,0,0,0,0,3,7,1,1,6,3,60,1,4,5,0,0,1,1,1,4,0,2,2,19.0
196567,1.0,2,83,11,0,0,0,0,1,10,1,1,1,3,40,1,4,5,0,0,1,1,1,6,0,1,2,21.0
196610,2.0,2,50,8,0,0,1,0,1,10,2,1,3,3,30,6,2,3,0,5,1,1,1,4,0,1,2,19.0
196611,1.0,1,38,7,0,0,0,0,1,10,2,1,6,3,30,1,2,3,0,5,1,1,1,4,0,2,2,19.0
196621,1.0,1,38,7,0,0,0,0,1,1,2,1,7,4,30,1,2,4,0,0,1,2,2,6,0,1,2,21.0
196713,1.0,2,62,9,0,0,0,0,1,8,2,1,1,3,60,1,2,1,0,0,4,5,2,4,0,2,2,19.0
196867,1.0,1,49,8,0,0,0,0,1,9,2,1,3,4,30,8,4,6,0,4,1,1,1,4,0,1,2,11.0
196918,1.0,2,59,9,0,0,0,0,2,9,2,4,1,4,30,6,2,4,0,5,1,2,2,1,0,1,2,16.0
196919,2.0,1,13,3,0,0,1,0,2,9,2,4,1,4,30,6,2,4,0,5,1,2,2,1,0,1,2,16.0
196920,1.0,1,53,8,0,0,0,0,1,2,2,4,1,4,30,6,2,4,0,5,1,2,2,1,0,1,2,16.0
196921,2.0,2,21,5,0,0,1,0,1,6,2,4,1,4,30,6,2,4,0,5,1,2,2,1,0,1,2,16.0
196931,1.0,1,34,6,0,0,0,0,1,1,2,2,5,3,30,3,2,3,0,5,1,1,1,4,0,1,2,19.0
196932,1.0,1,31,6,0,0,0,0,1,2,2,2,5,3,30,3,2,3,0,5,1,1,1,4,0,1,2,19.0
196940,1.0,1,21,5,0,0,0,0,1,2,2,1,7,5,30,6,2,3,0,5,4,1,2,4,0,1,2,19.0
196982,3.0,1,32,6,9,5,0,0,1,7,1,1,3,4,30,2,1,6,0,0,1,1,2,4,0,2,2,19.0
196998,1.0,2,22,5,0,0,0,0,1,9,2,2,1,5,30,2,4,6,0,0,4,8,2,3,0,1,2,18.0
196999,1.0,2,33,6,0,0,0,0,1,2,2,2,1,5,30,2,4,6,0,0,4,8,2,3,0,1,2,18.0
197008,1.0,1,26,6,0,0,0,0,1,9,2,1,5,4,30,8,4,6,0,0,4,1,1,4,0,1,2,11.0
197096,1.0,1,41,7,0,0,0,0,3,7,1,1,2,5,30,3,4,6,0,0,4,1,1,4,0,1,2,19.0
197745,1.0,2,33,6,0,0,0,0,2,9,2,2,2,6,30,6,4,6,0,0,1,1,2,4,0,2,2,19.0
197746,1.0,1,53,8,0,0,0,0,2,9,2,2,2,6,30,6,4,6,0,0,1,1,2,4,0,2,2,19.0
197779,1.0,1,19,4,0,0,0,0,1,8,2,1,5,6,30,3,2,6,0,0,1,1,1,4,0,2,2,19.0
197781,1.0,2,42,7,0,0,0,0,3,10,2,1,2,6,20,3,4,6,0,0,1,4,1,4,0,1,2,19.0
197813,1.0,1,60,9,0,0,0,0,1,1,2,2,4,3,40,1,2,3,0,0,1,1,2,2,0,2,1,17.0
197837,1.0,2,18,4,0,0,0,0,2,10,1,1,5,6,40,3,4,6,0,0,4,1,2,5,0,2,2,20.0
197866,1.0,2,25,5,0,0,0,0,3,8,2,2,7,6,50,3,3,3,0,0,1,1,1,4,2,2,2,19.0
197867,2.0,2,29,6,0,0,1,0,3,8,2,2,7,6,50,3,3,3,0,0,1,1,1,4,2,2,2,19.0
197977,1.0,1,32,6,0,0,0,0,3,4,2,3,6,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
197978,1.0,2,56,9,0,0,0,0,3,2,2,3,6,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
197979,2.0,1,9,2,0,0,1,0,3,2,2,3,6,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
198063,1.0,1,54,8,0,0,0,0,3,7,2,1,2,3,60,1,4,3,2,0,1,1,1,4,0,2,1,11.0
198103,1.0,2,62,9,0,0,0,0,1,6,6,2,1,3,30,3,2,3,0,5,1,1,1,4,0,1,2,19.0
198104,1.0,1,40,7,0,0,0,0,1,8,6,2,1,3,30,3,2,3,0,5,1,1,1,4,0,1,2,19.0
198139,1.0,1,27,6,0,0,0,0,1,9,2,1,7,3,30,1,4,6,0,0,4,2,2,6,0,1,2,21.0
198163,1.0,1,54,8,0,0,0,0,1,3,2,2,3,6,40,6,4,6,0,0,4,2,2,3,0,1,2,18.0
198164,1.0,2,26,6,0,0,0,0,1,10,2,2,3,6,40,6,4,6,0,0,4,2,2,3,0,1,2,18.0
198174,1.0,2,20,4,0,0,0,0,1,5,3,2,6,6,30,3,2,3,0,5,4,2,2,2,0,1,2,17.0
198175,1.0,1,24,5,0,0,0,0,1,6,3,2,6,6,30,3,2,3,0,5,4,2,2,2,0,1,2,17.0
198216,1.0,1,38,7,0,0,0,0,2,7,2,1,3,3,60,6,1,6,0,0,6,1,2,3,0,2,2,10.0
198248,1.0,2,55,8,0,0,0,0,1,4,3,2,6,3,40,3,4,6,0,0,1,1,1,4,0,2,2,19.0
198249,2.0,2,38,7,0,0,0,0,1,2,3,2,6,3,40,3,4,6,0,0,1,1,1,4,0,2,2,19.0
198355,1.0,1,30,6,0,0,0,0,1,10,2,1,6,3,30,3,4,6,0,0,1,1,1,1,0,1,2,16.0
198369,1.0,2,53,8,0,0,0,0,2,6,2,2,6,6,60,3,4,6,0,0,1,1,2,7,0,2,2,22.0
198370,2.0,2,38,7,0,0,1,0,2,2,2,2,6,6,60,3,4,6,0,0,1,1,2,7,0,2,2,22.0
198394,1.0,2,39,7,0,0,0,0,2,4,2,1,6,6,60,3,4,6,0,0,6,1,1,3,0,2,2,18.0
198436,1.0,1,33,6,0,0,0,0,1,4,2,2,4,4,60,9,4,3,0,0,1,1,1,3,0,2,2,18.0
198437,1.0,2,59,9,0,0,0,0,3,5,2,2,4,4,60,9,4,3,0,0,1,1,1,3,0,2,2,18.0
198459,1.0,1,18,4,0,0,0,0,2,3,2,1,7,4,30,3,4,4,0,0,4,1,1,4,0,1,2,19.0
198536,1.0,2,40,7,0,0,0,0,1,1,2,1,3,4,30,9,2,6,0,0,1,1,1,5,0,1,2,20.0
198617,1.0,1,80,11,0,0,0,0,2,4,2,2,5,3,50,3,4,6,0,0,1,1,1,3,0,2,2,18.0
198618,1.0,1,34,6,0,0,0,0,1,5,2,2,5,3,50,3,4,6,0,0,1,1,1,3,0,2,2,18.0
198661,1.0,1,42,7,0,0,0,0,1,7,2,3,6,3,60,3,4,6,0,0,1,1,1,4,0,2,2,19.0
198662,2.0,1,12,3,0,0,2,0,1,7,2,3,6,3,60,3,4,6,0,0,1,1,1,4,0,2,2,19.0
198663,2.0,1,10,2,0,0,2,0,1,7,2,3,6,3,60,3,4,6,0,0,1,1,1,4,0,2,2,19.0
198676,1.0,1,24,5,0,0,0,0,3,5,2,1,5,6,30,3,4,6,0,0,1,1,1,3,2,2,2,18.0
198736,1.0,1,41,7,0,0,0,0,2,4,2,1,7,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
198787,1.0,1,73,10,0,0,0,0,1,8,2,1,3,6,20,3,4,6,0,0,1,1,1,7,0,2,2,14.0
198887,1.0,2,82,11,0,0,0,0,3,6,1,1,3,3,70,1,4,3,0,0,1,1,2,5,0,2,2,4.0
198933,1.0,2,51,8,0,0,0,0,1,3,3,4,6,3,60,6,4,6,0,0,1,1,2,4,0,2,2,11.0
198934,2.0,2,24,5,0,0,1,0,1,3,3,4,6,3,60,6,4,6,0,0,1,1,2,4,0,2,2,11.0
198935,1.0,2,28,6,0,0,0,0,1,5,3,4,6,3,60,6,4,6,0,0,1,1,2,4,0,2,2,11.0
198936,2.0,1,27,6,0,0,1,0,1,5,3,4,6,3,60,6,4,6,0,0,1,1,2,4,0,2,2,11.0
199101,1.0,2,23,5,0,0,0,0,1,10,2,1,4,6,30,3,4,3,0,0,1,2,2,4,2,1,2,19.0
199150,2.0,2,73,10,0,0,1,0,2,5,2,1,7,6,30,6,4,6,0,0,1,1,1,5,0,2,2,20.0
199152,1.0,1,69,10,0,0,0,0,3,6,2,2,7,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
199153,1.0,2,63,9,0,0,0,0,3,8,2,2,7,6,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
199214,1.0,1,24,5,0,0,0,0,2,6,2,1,3,4,30,6,4,6,0,0,1,1,1,4,0,2,2,11.0
199215,1.0,2,30,6,0,0,0,0,1,8,2,1,2,6,30,3,2,6,0,0,1,1,1,4,0,1,2,19.0
199286,1.0,1,74,10,0,0,0,0,3,6,2,1,3,4,60,6,4,6,0,0,1,1,1,4,0,2,2,19.0
199306,1.0,1,23,5,0,0,0,0,1,1,2,1,3,6,30,3,4,6,0,8,5,1,1,1,0,1,2,8.0
199331,2.0,2,48,8,0,0,1,0,3,7,2,2,2,3,30,3,4,6,0,0,6,2,2,4,0,1,2,19.0
199332,1.0,1,54,8,0,0,0,0,3,7,2,2,2,3,30,3,4,6,0,0,6,2,2,4,0,1,2,19.0
199334,1.0,1,17,4,0,0,0,0,3,7,1,1,5,6,60,3,4,6,0,0,6,2,2,5,0,2,2,20.0
199539,1.0,2,44,7,0,0,0,0,3,4,2,4,1,3,40,1,4,3,0,0,4,2,2,4,2,2,2,19.0
199540,2.0,1,51,8,0,0,2,0,3,4,2,4,1,3,40,1,4,3,0,0,4,2,2,4,2,2,2,19.0
199541,2.0,1,14,3,0,0,2,0,3,4,2,4,1,3,40,1,4,3,0,0,4,2,2,4,2,2,2,19.0
199542,2.0,2,23,5,0,0,1,0,3,4,2,4,1,3,40,1,4,3,0,0,4,2,2,4,2,2,2,19.0
199581,1.0,1,30,6,0,0,0,0,1,5,2,4,1,4,30,9,4,6,0,0,1,8,2,3,0,1,2,10.0
199582,1.0,2,62,9,0,0,0,0,3,8,2,4,1,4,30,9,4,6,0,0,1,8,2,3,0,1,2,10.0
199583,2.0,1,42,7,0,0,1,0,1,6,2,4,1,4,30,9,4,6,0,0,1,8,2,3,0,1,2,10.0
199584,2.0,1,42,7,0,0,2,0,1,6,2,4,1,4,30,9,4,6,0,0,1,8,2,3,0,1,2,10.0
199795,3.0,1,22,5,1,5,0,0,1,5,1,1,4,6,30,3,1,6,2,0,1,1,1,4,2,2,2,19.0
199810,1.0,1,25,5,0,0,0,0,1,4,2,1,3,3,30,9,2,4,0,1,1,1,1,4,0,1,2,19.0
199872,1.0,1,22,5,0,0,0,0,1,4,2,1,6,3,30,1,4,3,0,0,1,1,1,4,0,1,2,19.0
199941,3.0,1,35,6,9,5,0,0,1,4,1,1,4,3,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
199959,1.0,1,35,6,0,0,0,0,3,8,2,3,5,4,60,9,4,6,0,0,1,1,1,3,0,2,2,18.0
199960,2.0,1,49,8,0,0,1,0,2,10,2,3,5,4,60,9,4,6,0,0,1,1,1,3,0,2,2,18.0
199961,1.0,1,27,6,0,0,0,0,2,6,2,3,5,4,60,9,4,6,0,0,1,1,1,3,0,2,2,18.0
199999,1.0,1,38,7,0,0,0,0,1,10,2,1,6,6,60,3,4,6,0,0,7,2,2,5,0,2,2,20.0
200124,1.0,1,46,8,0,0,0,0,1,10,2,1,5,6,30,2,4,6,0,0,1,1,2,3,0,1,2,18.0
200229,1.0,2,23,5,0,0,0,0,1,8,1,1,2,6,30,3,4,3,0,0,4,1,1,3,0,1,2,18.0
200261,1.0,1,28,6,0,0,0,0,1,8,2,1,6,3,60,3,4,6,0,0,1,1,1,3,0,2,2,18.0
200472,1.0,1,58,9,0,0,0,0,1,7,2,1,5,4,30,3,2,6,0,0,1,1,1,4,0,2,2,11.0
200492,1.0,1,47,8,0,0,0,0,1,10,3,1,2,4,30,9,2,6,2,4,1,2,2,4,0,1,2,19.0
200528,1.0,1,45,7,0,0,0,0,1,7,2,1,5,2,30,1,4,3,0,0,4,1,1,4,0,2,1,19.0
200809,3.0,1,74,10,5,3,0,0,1,7,1,1,5,3,30,3,4,6,0,0,7,1,2,4,0,2,2,11.0
200972,1.0,1,46,8,0,0,0,0,1,5,2,1,6,4,30,3,4,6,0,0,1,1,1,1,0,2,2,8.0
200974,1.0,2,38,7,0,0,0,0,1,4,2,1,6,3,40,1,4,3,0,0,6,1,1,4,0,2,2,19.0
201206,1.0,1,13,3,0,0,0,0,1,3,2,1,7,6,30,3,2,6,0,5,1,1,2,1,0,1,2,16.0
201305,1.0,1,43,7,0,0,0,0,1,2,2,1,5,6,60,3,4,6,0,0,1,1,1,3,0,2,2,10.0
201350,1.0,1,18,4,0,0,0,0,1,4,1,3,7,3,50,1,4,6,0,0,1,1,1,3,0,2,2,10.0
201428,2.0,2,61,9,0,0,1,0,1,4,2,1,4,3,30,1,4,3,0,0,1,1,1,4,0,2,2,19.0
201509,1.0,1,26,6,0,0,0,0,1,5,2,1,5,6,40,3,4,6,0,0,1,2,2,5,0,2,2,20.0
201612,1.0,1,43,7,0,0,0,0,1,6,1,1,7,3,70,1,2,3,0,0,1,1,1,6,0,2,2,13.0
201637,1.0,1,26,6,0,0,0,0,1,6,2,1,2,3,30,6,4,6,0,0,1,1,1,4,0,1,2,19.0
201804,1.0,1,31,6,0,0,0,0,1,10,3,4,7,6,30,3,4,6,0,1,1,1,1,4,0,1,2,3.0
201878,1.0,2,53,8,0,0,0,0,1,9,2,2,3,3,30,1,4,3,0,0,1,1,1,4,0,2,2,19.0
201884,1.0,1,27,6,0,0,0,0,1,2,2,1,6,3,30,6,2,6,0,4,4,1,1,4,0,1,2,11.0
202008,1.0,2,48,8,0,0,0,0,2,5,2,1,2,3,30,3,4,6,0,0,1,2,2,1,0,2,2,16.0
202186,1.0,2,48,8,0,0,0,0,1,9,2,1,4,6,30,2,4,6,0,1,1,1,2,7,0,1,2,22.0
202203,1.0,2,27,6,0,0,0,0,1,4,1,1,2,3,30,3,2,6,2,4,1,1,1,6,0,2,2,21.0
202328,1.0,2,60,9,0,0,0,0,2,6,1,1,5,6,60,6,4,6,0,0,1,1,1,7,2,2,2,14.0
202394,1.0,1,45,7,0,0,0,0,2,10,1,1,6,3,40,1,4,4,0,0,4,1,2,6,0,2,2,21.0
202441,1.0,1,39,7,0,0,0,0,3,8,1,1,3,3,40,1,2,3,0,0,1,1,1,6,0,2,2,21.0
202691,1.0,2,30,6,0,0,0,0,1,9,2,2,3,3,50,1,2,6,0,0,1,1,1,1,0,2,2,16.0
202692,1.0,2,35,6,0,0,0,0,3,4,2,2,3,3,50,1,2,6,0,0,1,1,1,1,0,2,2,16.0
202693,1.0,1,48,8,0,0,0,0,1,9,3,3,1,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
202694,2.0,2,48,8,0,0,1,0,1,9,3,3,1,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
202695,2.0,1,22,5,0,0,2,0,1,9,3,3,1,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
202729,1.0,1,50,8,0,0,0,0,3,9,2,2,4,6,30,3,4,6,0,0,4,2,2,4,0,1,2,19.0
202730,1.0,2,44,7,0,0,0,0,2,6,2,2,4,6,30,3,4,6,0,0,4,2,2,4,0,1,2,19.0
202803,1.0,2,49,8,0,0,0,0,1,5,3,3,4,6,30,6,2,6,0,4,1,1,1,1,0,1,2,16.0
202804,1.0,1,48,8,0,0,0,0,1,10,3,3,4,6,30,6,2,6,0,4,1,1,1,1,0,1,2,16.0
202805,2.0,2,52,8,0,0,1,0,1,10,3,3,4,6,30,6,2,6,0,4,1,1,1,1,0,1,2,16.0
203026,2.0,2,63,9,0,0,2,0,1,5,3,3,6,1,50,5,4,2,0,0,1,1,1,4,3,2,1,11.0
203027,1.0,2,39,7,0,0,0,0,1,5,3,3,6,1,50,5,4,2,0,0,1,1,1,4,3,2,1,11.0
203028,2.0,2,8,2,0,0,1,0,1,5,3,3,6,1,50,5,4,2,0,0,1,1,1,4,3,2,1,11.0
203206,1.0,1,62,9,0,0,0,0,1,7,2,1,2,3,40,1,4,4,0,0,1,1,1,4,0,2,2,19.0
203304,3.0,2,24,5,1,3,0,0,1,9,1,1,2,6,30,1,2,4,0,4,1,1,1,2,0,1,2,17.0
203312,1.0,2,88,11,0,0,0,0,2,8,2,1,4,6,30,3,4,6,0,0,1,1,1,5,0,2,2,20.0
203484,1.0,1,52,8,0,0,0,0,1,10,1,1,7,3,30,6,2,6,0,4,1,1,1,5,0,1,2,12.0
203558,1.0,1,25,5,0,0,0,0,1,8,2,2,3,3,50,3,2,6,0,5,1,1,2,5,0,1,2,12.0
203559,1.0,1,44,7,0,0,0,0,1,3,2,2,3,3,50,3,2,6,0,5,1,1,2,5,0,1,2,12.0
203568,3.0,2,12,3,5,1,0,0,1,7,1,1,5,6,30,3,4,6,0,0,1,1,1,1,0,1,2,16.0
203794,3.0,1,13,3,1,1,0,0,1,5,1,1,7,3,60,1,2,3,0,0,4,1,2,3,0,2,2,18.0
203795,1.0,1,33,6,0,0,0,0,1,6,1,1,7,3,60,1,2,3,0,0,4,1,2,3,0,2,2,18.0
203797,1.0,1,57,9,0,0,0,0,1,5,1,1,1,3,40,3,4,6,0,8,1,1,2,5,0,1,2,20.0
203803,3.0,2,31,6,5,1,0,0,1,5,1,1,6,6,30,3,4,6,0,0,4,1,1,4,0,1,2,19.0
203843,1.0,1,42,7,0,0,0,0,1,5,2,2,2,1,50,5,4,2,0,0,1,1,1,4,0,2,1,19.0
203892,1.0,1,71,10,0,0,0,0,1,8,2,1,5,1,50,5,4,1,0,0,6,2,2,4,0,2,1,19.0
203917,1.0,1,17,4,0,0,0,0,1,7,2,1,3,4,30,3,4,6,0,0,4,1,1,4,0,1,2,11.0
204017,1.0,2,23,5,0,0,0,0,3,7,2,2,3,3,30,3,4,6,0,0,1,1,2,4,0,2,2,19.0
204018,1.0,2,48,8,0,0,0,0,1,2,2,2,3,3,30,3,4,6,0,0,1,1,2,4,0,2,2,19.0
204092,1.0,2,46,8,0,0,0,0,1,7,2,1,3,6,40,1,4,6,0,0,1,1,1,1,0,1,2,16.0
204284,1.0,1,42,7,0,0,0,0,3,8,2,1,3,3,30,6,2,6,0,5,4,1,4,2,0,1,2,17.0
204420,1.0,2,53,8,0,0,0,0,2,10,1,1,7,6,40,3,4,6,0,0,1,1,1,7,0,2,2,22.0
204480,1.0,1,25,5,0,0,0,0,1,1,2,1,5,6,30,3,4,6,0,0,6,2,2,4,0,2,2,11.0
204570,1.0,2,18,4,0,0,0,0,3,4,3,1,5,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
204614,1.0,2,34,6,0,0,0,0,1,5,2,1,4,4,40,3,4,3,0,0,1,1,1,1,0,2,2,16.0
204693,3.0,2,73,10,10,9,0,0,1,10,1,1,2,3,30,8,4,6,0,0,1,1,1,4,0,2,2,19.0
204783,1.0,1,73,10,0,0,0,0,1,7,1,1,3,6,30,1,4,6,0,0,1,1,1,5,0,1,2,12.0
204809,1.0,1,21,5,0,0,0,0,1,2,4,1,4,3,30,3,4,6,0,0,1,1,1,4,0,2,2,19.0
204978,1.0,1,53,8,0,0,0,0,1,6,2,1,6,3,40,6,2,3,0,5,4,1,1,4,0,1,2,11.0
204980,1.0,1,48,8,0,0,0,0,1,9,1,1,7,3,60,1,4,3,0,0,1,1,1,6,0,2,2,21.0
204982,1.0,1,55,8,0,0,0,0,1,1,2,1,7,1,50,1,4,3,0,0,1,1,1,4,0,1,1,19.0
205197,1.0,1,25,5,0,0,0,0,1,10,2,1,2,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
205420,2.0,2,21,5,0,0,1,0,1,5,2,1,6,1,50,1,4,3,0,0,1,1,1,4,0,2,1,19.0
205688,1.0,1,33,6,0,0,0,0,1,9,2,4,3,6,40,6,4,6,0,0,1,1,2,3,0,2,2,18.0
205689,1.0,1,41,7,0,0,0,0,1,3,2,4,3,6,40,6,4,6,0,0,1,1,2,3,0,2,2,18.0
205690,2.0,1,84,11,0,0,2,0,2,10,2,4,3,6,40,6,4,6,0,0,1,1,2,3,0,2,2,18.0
205691,2.0,2,70,10,0,0,2,0,2,6,2,4,3,6,40,6,4,6,0,0,1,1,2,3,0,2,2,18.0
205695,1.0,1,74,10,0,0,0,0,1,10,2,2,4,4,30,8,4,6,0,0,1,1,1,4,0,2,2,19.0
205696,2.0,2,71,10,0,0,1,0,1,10,2,2,4,4,30,8,4,6,0,0,1,1,1,4,0,2,2,19.0
205698,1.0,1,58,9,0,0,0,0,1,8,2,1,4,4,60,3,4,6,0,0,1,1,1,7,0,2,2,14.0
205738,1.0,2,46,8,0,0,0,0,1,4,2,1,5,3,30,3,4,6,0,0,1,1,1,6,0,1,2,21.0
205864,2.0,2,45,7,0,0,1,0,3,5,4,3,7,3,30,1,4,6,0,0,1,8,2,4,0,1,2,19.0
205865,1.0,1,77,11,0,0,0,0,1,2,4,3,7,3,30,1,4,6,0,0,1,8,2,4,0,1,2,19.0
205866,2.0,2,75,10,0,0,1,0,1,2,4,3,7,3,30,1,4,6,0,0,1,8,2,4,0,1,2,19.0
205911,3.0,2,53,8,9,8,0,0,3,10,1,1,5,6,60,8,4,6,0,0,1,1,2,7,0,2,2,14.0
